StnCode,Lat,Long,Elev,StnName
B093,33.5937,-116.7638,1244.0,trippf093bcs2007
C042,40.053319,-111.728614,0.0,Payson_Relay_WY
B916,36.1925,-117.6685,1859.9, marips916bcs2008
B918,35.9357,-117.6017,1042.6,Mt Springs Canyon Road
B926,48.8202,-124.1312,191.6,cowich926bbc2007
B089,33.59989,-116.59612,1362.0,pathfi089bcs2006
P157,40.247546,-124.308072,695.8108,Gorda_Two_Petrolia_CA_2006_CGPS
P357,44.22710523,-113.581892,2295.3447,Elkhorn_Creek_ID_2008_CGPS
P268,38.473526,-121.646411,-23.9231,Finch_Farms_Dixon_CA_2005_CGPS
B028,44.493667,-122.963833,140.0,Lester028BOR2007
B030,43.9713,-122.7717,263.6,pattrs030bor2007
B033,43.2917,-123.1245,312.1,vanvlk033bor2007
B039,41.4667,-122.4847,923.9,cofflt039bcn2007
B040,41.8308,-122.4205,819.5,yorkmn040bcn2007
B076,35.9398,-120.4248,445.0,Donna Lee BSM
B078,35.8377,-120.3452,386.8,GoldHl078BCS2006
B201,46.3033,-122.2648,990.0,Coldwater Maintenance Site MSH
B921,35.5865,-117.4622,694.5,randsb921bcs2008
P261,38.15296,-122.217539,118.1807,Hunter_Hill_Vallejo_CA_2004_CGPS
FOOT,39.369397,-113.805373,1547.381,Foote_NV_1996_CGPS
NEWS,39.685617,-117.508936,1770.2546,New_Pass_NV_1996_CGPS
B009,48.64867,-123.45117,15.0,PacificGeoScienceCent1_B011_Vancouver_IS_BC_2005
B058,36.7995,-121.5808,114.2,San_Juan_Grade_Road_Salinas_CA_2007_BSM
B082,33.598182,-116.5960046,1374.842,B082_Pathfinder_Ranch_CA_2006
P796,32.4978722,-114.759348,10.1621,Southwest_Junior_High_AZ_2010_CGPS
B928,48.8337,-125.1345,9.5,Bamfield
B023,46.1112,-123.0787,177.4,cataln023bor2008
B018,46.9795,-123.0203,10.0,B018_delphi_wa_community_center_2006
P318,39.452369,-123.371853,594.9515,Willits_Municipal_Airport_Willits_CA2006_CGPS
B066,36.8575333,-121.592167,67.0,RockRd066BCN2007
B045,40.436,-123.9965,29.4,rdcrst045bcn2008
B204,46.136,-122.169,784.2,marble204bwa2007
B067,36.765,-121.5655,126.2,Stoney067BCN2007
P445,45.590123,-120.672246,436.0828,Wasco_State_Airport_Wasco_OR_2005_CGPS
C145,62.95577,-155.60235,100.0,McGrath_Communications_McGrath_AK
B073,35.9467,-120.4717,535.28,Varian BSM
B075,35.9292,-120.5153,583.0,flengt075bcs2006
PLTX,31.81633926,-115.430893,236.4739,Sierra_Las_Tinajas_MX_BC_2010_CGPS
B053,37.2327359,-121.8614599,14.81,
P104,39.186083,-112.71712,1397.5703,Black_Rock_UT_2006_CGPS
B203,46.169,-122.3337,814.4,"Quarry Site, MSH"
C126,62.091,-152.734,562.0,Rainy_Pass_Lodge_Communications
B065,36.74366667,-121.4741667,643.0,Gabiln065BCN2007
C150,55.1945,-162.7836,170.0,Mount_Baldy_Communications
C053,46.02957,-122.16167,1167.0,MSH_Mitchell_Peak_WA_2004
C133,54.133217,-165.775967,0.0,Akutan_Communications_Shelter_AK_2005
AC12,54.83097,-159.58954,83.837,Chernabura_Island_Shumagin_Islands_AK_2008_CGPS
AC07,65.9613,-161.28659,178.0,Buckland_Quarry_AK2007_CGPS
C123,65.97765,-161.12856,5.0,AC07 Buckland Master Comms Relay
AB42,59.340375,-138.898811,773.2304,Akwe_Peak_Yakutat_AK_2006_CGPS
C128,59.51235,-139.672011,90.0,Yakutat_Communications
C132,55.579554,-133.06614,17.0,Klawock_Communications
B202,46.2447,-122.1367,1218.6,windyr202bwa2007
P241,37.21301077,-121.57425956,834.2314,Rodeo_Flat_Morgan_Hill_CA_2007_CGPS
C131,64.617171,-162.261459,206.0,Elim Bald Head AC31 Radio relay
ECSD,43.733692,-96.613996,445.301,EROS_Data_Center_Brandon_SD_2006_CGPS
C156,55.304,-160.46036,0.0,C156_Popof_Island_Repeater_AK2008
B941,46.9868,-122.219,151.0,kapows941bwa2008
LST1,30.407425,-91.18026,-6.543,LSU_TEST_CEBA_1LSU_Baton_Rouge_LA_2006_CGPS
AC55,62.384445,-151.764565,1011.891,Yentna_River_AK_2006_CGPS
P413,48.42651175,-120.149584,501.2769,Methow_Valley_State_Airport_Winthrop_WA2008_CGPS
KVTX,27.545946,-97.892874,-1.271,TXAM_USGS_Seismic_Kingsville_TX_2006_CGPS
AC71,64.049305,-145.713596,64.049305,Delta_Junction_AK_2003_CGPS
AC72,63.695059577,-145.887696993,558.9216,Donnelly_Creek_AK_2002_CGPS
AV37,54.70938017,-163.997234,796.0397,AV37_Unimak_Island_Shishaldin_SW_AK2008_CGPS
MEE2,36.180523,-120.766845,681.4367,Mee_Ranch_Pacific_Plate_CN_2003_CGPS
P661,41.463594,-122.312655,1324.635,Shasta_Hotlum_Weed_CA_2007_CGPS
P587,34.33223293,-118.031337,1600.7703,Chileo_Flats_CS2008_CGPS
AC43,59.521279,-149.628711,69.109,Seal_Rocks_AK_2007_CGPS
P663,41.531935,-122.152907,2238.459,Shasta_Whaleback_Weed_CA_2007_CGPS
P291,35.922771,-120.644754,661.965,Deer_Valley_Ranch_San_Miguel_CA_2007_CGPS
P560,34.82181,-118.540866,838.3039,Stokes_Property_Rosamond_CA_2005_CGPS
B945,44.894,-110.7441,2241.4,panther_creek_yellowstone_seismic_site
AV36,54.77179461,-164.126803,648.4153,AV36_Unimak_Island_Shishaldin_NW_AK2008_CGPS
P802,46.55756,-100.62329,591.0,Stumpf_Farm_Mandan_DDBM_ND2012_CGPS
C113,56.30757,-158.53128,35.0,Chignik Lagoon VSAT
P260,37.711221,-121.083952,-9.0108,Modesto_Canal_Salida_CA_2005_CGPS
P416,47.03994,-121.59693,1576.5268,Suntop_Lookout_Greenwater_WA2008_CGPS
P603,34.716902,-116.02949,625.444,I-40Corridor_cs2007
P786,41.84548457,-123.98079,83.9872,Ward_Field_Gasquet_Airport_Gasquet_CA_2008_CGPS
IVCO,32.829382,-115.506789,-53.4028,Imperial_Valley_College_Imperial_CA_2000_CGPS
C122,68.76048,-148.87114,507.2,Sag_River_Communications_DOT_Station
P635,37.839309,-119.137975,2484.787,Grant_Lake_CA_2007_CGPS
P704,46.244617,-122.136874,1256.483,MSH_Windy_Ridge_WA_2007_CGPS
P644,37.495388,-118.684387,3459.253,Wheeler_Ridge_CA_2007_CGPS
P538,35.534168,-120.112484,641.786,Bitter_Water_CA_2006_CGPS
P064,47.969842,-123.487688,1571.032,Hurricane_Ridge_WA_2007_CGPS
C125,59.00543,-161.81334,5.0,Platinum_Communications
WWAY,-81.577,-28.4027,1195.388,Whichaway Nunataq
P165,40.245548,-123.853264,545.6348,Burgh_Ranch_Myers_Flat_CA_2006_CGPS
AV39,54.8113421,-163.998466,797.3963,Shishaldin_North_AK_2008_CGPS
P421,46.531856,-122.429229,220.5774,Mossy_Rock_Dam_Mossy_Rock_WA_2004_CGPS
AC42,54.471779,-162.783631,257.228,Sanak_Island_AK2007_CGPS
PALX,31.55912,-116.06379,1545.4848,El_Alamo_MX_BC_2010_CGPS
PSTX,31.31312,-115.83543,902.1444,San_Isidoro_Trinidad_MX_BC_2010_CGPS
P077,39.388557,-115.43181,2334.86,Raven_Loft_Ely_NV_2008_CGPS
P625,34.844439,-114.96513,607.551,El_Camino_Substation_CA_2007_CGPS
AC14,60.848701,-147.999555,748.324,Esther_Island_AK_2007_CGPS
P160,40.551251,-124.133271,94.2332,Rohnerville_Airport_Rohnerville_CA_2005_CGPS
P628,37.934226,-119.249338,2925.024,Tioga_Pass_CA_2007_CGPS
AC51,61.49808,-151.83535,958.0,Strandline_Lake_Tyonek_AK_2007_CGPS
AV38,54.83146915,-163.780873,492.3018,Isanotski_North_AK_2008_CGPS
P424,47.82318382,-122.874713,-1.5792,Quilcene_High_School_Quilcene_WA2008_CGPS
P142,39.12354,-119.81072,1782.358,Voltaire_Canyon_Carson_City_NV_2008_CGPS
P085,40.495457,-116.736198,1661.8,Slaven_Canyon_Battle_Mtn_NV_2006_CGPS
P446,46.115658,-122.892771,-16.095,Kelso_Longview_Airport_WA_2007_CGPS
P450,45.953335,-119.544194,163.69,Watts_Brothers_Property_Paterson_WA_2005_CGPS
P435,48.059549,-123.503278,287.3433,ShoresNW1GWA2005
P383,44.34218451,-122.21722,1295.5936,Twin_Butte_OR_2007_CGPS
P168,40.668637,-123.881459,1093.4662,Iaqua_Buttes_Kneeland_CA_2005_CGPS
P336,39.528076,-122.430468,287.219,Hubbard_Ridge_Willows_CA_2007_CGPS
BKMS,33.962257,-118.094697,11.0152,Burke_Middle_School_CA_1998_CGPS
P111,41.81732,-113.012156,1366.2173,Wildcat_Hills_UT_2006_CGPS
P252,37.169555,-121.057729,40.1538,Quinto_Creek_Gustine_CA_2005_CGPS
P210,36.816136,-121.731841,3.0466,Elkhorn_Slough_Watsonville_CA_2005_CGPS
C020,39.056911,-113.585419,2290.0,ConfMtRptrNV2007
P730,41.359193,-120.828235,1822.953,Ballard_Ridge_Canby_CA_2007_CGPS
P731,41.33251,-120.472746,1391.783,Lil_Juniper_Weather_Station_Alturas_CA2007_CGPS
P081,39.067307,-113.871327,1588.1354,Middle_Point_Buckskins_UT_2006_CGPS
P302,36.634727,-120.618575,122.6695,Panoche_Creek_Firebaugh_CA_2004_CGPS
P266,38.183968,-121.843526,22.4679,Little_Honker_Rio_Vista_CA_2005_CGPS
P265,38.530185,-121.954194,8.0781,Putah_Creek_Winters_CA_2005_CGPS
P267,38.380335,-121.823234,-17.4698,Dixon_Aviation_Dixon_CA_2005_CGPS
P272,39.145482,-121.943062,-12.0474,Sycamore_Slough_Colusa_CA_2005_CGPS
P274,38.283123,-121.460512,-27.7892,Snodgrass_Slough_Thornton_CA_2005_CGPS
RDAZ,18.445493,-70.716056,33.4,Azua_AzuaDOM2017
THKK,22.999,95.154,161.0,thkk_myanmar2018
P171,36.485523,-121.792517,572.759,Santa-Lucia-CA
P083,40.320577,-117.467622,1643.269,Needle_Peak_NV_2007_CGPS
P097,39.838802,-118.873845,1210.948,Hot_Springs_NV_2007_CGPS
P264,38.444215,-122.195329,231.0486,Capell_Valley_Napa_CA_2005_CGPS
P276,38.645308,-121.095164,207.2723,El_Dorado_Hills_Folsom_CA_2005_CGPS
AB12,58.950797,-161.746239,586.43,Platinum_Red_Mountain_AK_2007_CGPS
P303,37.054383,-120.705295,-1.7224,LosBanos__CN2005
P314,39.685663,-123.581847,1251.9486,Cahto_Peak_CA_2004_CGPS
P305,37.352214,-120.196758,96.0555,Highway_140_Planada_CA_2005_CGPS
P105,39.387544,-112.504088,1431.4886,Delta_Muni_UT_2004_CGPS
P145,41.357688,-119.624326,1755.1957,Fern_Point_Washoe_Co_NV_2005_CGPS
AC46,61.98627,-151.523976,619.272,Skwentna_AK_2006_CGPS
P284,35.933259,-120.906843,512.233,Avila_Ranch_San_Ardo_CA_2005_CGPS
P309,38.08999,-120.951237,41.4129,Calaveras_County_Line_Linden_CA_2005_CGPS
C043,0.0,0.0,0.0,Echo_Canyon_State_Park_Relay_NV_1999
P479,33.493317,-116.782928,1093.8373,Cowboy_Country_Campground_Aguanga_CA_2005_CGPS
P476,33.439648,-117.189675,309.7667,Santa_Margarita_Ecological_Reserve_CA_2005_CGPS
P108,39.588879,-111.944551,1683.2415,Sage_Valley_Pass_UT_2005_CGPS
P670,40.539889,-121.577178,1735.221,LassenNtnlPrkManzanitaLkMinrlCA2007CGPS
P523,35.304449,-120.860271,41.3699,Haworth_Property_Los_Osos_CA_2006_CGPS
P716,44.718258,-110.511512,2386.6462,YNPCanyon_WY2005
P482,33.240178,-116.671411,878.7179,Lake Henshaw_Vista Irrigation_San Diego_CA
C154,55.056703,-162.326153,1.0,King Cove Comms 
AC25,55.088969,-162.314052,584.266,King_Cove_AK_2005_CGPS
AV06,54.14718,-165.76572,463.0911,Akutan_Akutan_Point_AK_2005_CGPS
P801,44.3896704,-110.54373207,2368.6928,grant_2_Incinerator_Yellowstone_GPS
AV20,59.347382,-153.428182,541.695,South_Flank_Augustine_Volcano_AK_2006_CGPS
P089,40.807087,-111.415289,1815.7357,Wanship_Utah_2004_CGPS
GVS1,34.175933,-118.220877,302.5,glendallsmcs2005
P244,37.010823,-121.354517,58.7177,Pacheco_Creek_Gilroy_CA_2005_CGPS
C118,53.872673,-166.531119,5.0,Unalaska_Dutch_Harbor_Radio_Master_comms_relay
P720,44.943101,-110.306257,1923.9544,YNPSlough_WY2005
P589,34.620667,-117.110189,1148.0642,Black_Mountain_Quarry_CA_2005_CGPS
P614,34.73179,-115.250249,491.765,Cal_Trans_Yard_Essex_CA_CGPS_2007
P483,33.059163,-116.569323,1375.5611,JulianBin_CS2004
C168,63.1192016601563,-142.05110168457,627.0,Tetlin_MP1277_Comms_AK_2010
P118,40.635489,-111.349868,2082.5953,Kamas_Lloyd_Ranch_UT_2005_CGPS
P362,42.209099,-124.225773,1012.789,Bosley_Butte_OR_2007_CGPS
P012,38.097433,-109.333835,1788.5064,Monticello_UT_2006_CGPS
P509,32.890664,-115.293917,-29.6093,Pansy_Lateral_Holtville_CA_2005_CGPS
P567,35.420946,-118.753576,706.313,Rio_Bravo_Ranch_CA_2005_CGPS
P600,33.865846,-116.211875,792.0758,Pushwalla_Ridge_California
P601,33.959297,-116.080227,1242.6331,Geology_Tour_Road_Joshua_Tree_NP_CS_2006_CGPS
AV11,59.370629,-153.354662,114.395,New_Mound_Augustine_AK_2006_CGPS
P607,33.74104,-115.820652,958.7182,Cottonwood_Spring_Mecca_CA_2006_CGPS
P561,34.618459,-118.399054,974.4039,Green Valley_CA_2005_CGPS
P432,46.622856,-121.68323,318.8856,Packwood Community Ball Field_Packwood_WA
P464,36.159042,-117.409986,912.218,Panamint_Valley_Quarry_CA_2006_CGPS
AC66,51.37814,179.30131,101.54,Amchitka_Island_AK_2005_CGPS
P009,38.479931,-112.222714,1761.521,Marysvale_UT_2006_CGPS
P032,41.741673,-107.255923,2167.3034,Water_Treatment_Plant_Rawlins_WY_2005_CGPS
P158,40.42249,-124.107208,873.6918,Monument_Ridge_CA_2004_CGPS
P643,37.56155,-118.69815,2122.597,Toms Place
P325,41.151665,-123.882592,914.979,School_House_Peak_RNP_Orick_CA_2006_CGPS
THKG,23.202,94.61,270.593,thkg_myanmar2018
SCS1,33.247446,-115.943973,-39.8,saltncity1cs2006
SCS2,33.245108,-115.941786,-40.2,saltncity2cs2006
DHL2,33.393286,-115.78967,-82.0,durmidhillcs2005
P618,35.14189,-116.103931,263.3655,CSU_Desert_Studies_Zzyzx_Rd_CA_2005_CGPS
P626,35.291119,-115.238277,1442.7673,New_York_Mountains_Barnwell_CA_2005_CGPS
P799,33.92764771,-118.30635,24.8272,Los_Angeles_Southwest_College_CA_2011_CGPS
P585,34.019343,-116.545732,958.868,Big_Morongo_Canyon_CA_2007_CGPS
AB15,61.039755,-159.878337,559.707,Nyac_Gold_Mining_Camp_AK_2006_CGPS
P126,41.583239,-111.780527,1872.42,Coldwater_Ranch_UT_2007_CGPS
P100,41.856796,-113.294201,1884.12,Park_Valley_UT_2007_CGPS
AC39,58.60972,-152.39405,156.652,Shuyak_Island_State_Park_AK_2006_CGPS
AC15,60.481333,-149.724006,151.4154,Cooper_Landing_AK_2005_CGPS
AC23,60.475094,-150.877929,80.301,Soldotna_FAA_NDB_Soldotna_AK2007_CGPS
AC11,61.807079,-148.331747,790.8405,Chickaloon_AK_2005_CGPS
AC62,63.083607,-146.312694,1347.1046,DenliHwy32AK2004
P080,39.11943,-114.2772,1973.58,Black_Horse_NV_2006
AC59,59.567199,-153.5852,308.5589,AC59Ursus_AK2004
AC45,56.564453,-154.18096,451.0852,Sitkinak_Island
AC70,63.304711,-148.188293,810.422,Brokebits_Cantwell_AK_2003_CGPS
AV07,54.162938,-166.038536,521.0583,Akutan_Northwest_Slope_AK_2005_CGPS
AV08,54.1363,-166.028271,598.4007,Akutan_West_Slope_AK_2005_CGPS
P020,47.002209,-118.56577,480.1252,WSU_Dryland_Research_Station_Lind_WA_2004_CGPS
P022,45.231786,-118.013772,888.118,La_Grande_Rest_Area_La_Grande_OR_2005_CGPS
P084,40.493953,-113.054003,1432.7975,Cedar_Mountain_UT_2006_CGPS
AB09,65.61498,-168.06214,162.0,Razorback_Ridge_Wales_AK2007_CGPS
P049,47.349964,-110.906232,1186.0631,Armington_Junction_Belt_MT_2006_CGPS
P068,39.30564,-117.98477,1456.51,Middlegate_Hill_NV_2006
P016,40.078122,-112.361402,1730.5158,Vernon_Hills_UT_2006_CGPS
P087,40.3632,-116.27925,2359.015,Cortez_Range_NV_2006
P023,44.898428,-116.10299,1522.138,McCall_Airport_ID_2007_CGPS
P048,45.653038,-111.204196,1492.595,Bozeman_River_Road_MT_2007_CGPS
P051,45.806601,-108.546144,1081.0981,Billings_Airport_Billings_MT_CGPS_2005
P055,47.116714,-104.685123,667.7602,City_of_Glendive_MT_2006_CGPS
P139,39.9082,-119.72244,1523.547,Paiute_Canyon_NV_2006
P099,39.21232,-118.15934,2456.263,Fairview_Peak_South_NV_2006
P052,47.374736,-107.018676,858.637,LR_Ranch_Co_Jordan_MT_2006_CGPS
P088,40.771764,-111.722878,1921.179,Little_Mountain_Summit_SLC_UT_2006_CGPS
P061,42.967378,-124.014015,162.7699,Myrtle_Creek_Myrtle_Point_OR_2006_CGPS
P054,45.846349,-104.441419,1093.1085,Trails_End_Ranch_Ekalaka_MT_2006_CGPS
P045,45.382874,-112.617189,1618.201,Birch_Creek_Dillon_MT_2006_CGPS
P019,43.300191,-115.311647,1682.963,Cat_Creek_Summit_ID_2007_CGPS
P031,39.515497,-107.908671,1657.6145,Garfield_County_Landfill_Rifle_CO_2006_CGPS
AC53,61.768973,-150.068952,57.4485,Willow_Creek_AK_2006_CGPS
P044,40.171791,-103.222484,1411.0447,AkronArpt_CO2004
P004,34.78438,-112.15197,1792.622,Jerome_AZ_2007
P034,34.94562,-106.459266,1810.9221,USGS_Albuquerque_Seismic_Lab_Albuquerque_NM
P026,32.658961,-107.194873,1236.8687,Hatch_Airport_Hatch_NM_2004_CGPS
P042,42.051506,-104.910594,1422.4458,Platte_County_Gravel_Yard_Wheatland_WY_2004_CGPS
P037,38.421754,-105.104683,1616.883,Freemont_County_Airport_Canyon_City_CO_2004_CGPS
P154,41.807078,-123.360034,320.325,Ishkeesh_Ranch_Happy_Camp_CA_CGPS
P167,40.543704,-123.880177,1021.1503,Bald_Jesse_SPI_Bridgeville_CA_2005_CGPS
P156,40.024442,-123.906116,488.9943,Gibson_Ridge_Whitethorn_CA_2006_CGPS
P113,40.671305,-113.278033,1317.6275,Knolls_West_Tooele_UT_2006_CGPS
P124,41.55759,-111.95735,1773.639,Wellsville_UT_2007
P190,39.241955,-123.204047,202.8163,Ukiah_North_Ukiah_CA_2005_CGPS
P232,36.724014,-121.579024,105.889,Bengard_Ranch_Salinas_CA_2007_CGPS
P148,40.418584,-120.805946,1585.068,Goat_Mountain_Susanville_CA_2006_CGPS
P226,37.336775,-121.825585,5.0729,Reid_Hillview_San_Jose_CA_2006_CGPS
P234,36.858525,-121.591225,92.5474,Las_Aromitas_San_Juan_Bautista_CA_2006_CGPS
P203,38.866107,-122.916989,927.193,Mayacmas_Cloverdale_CA_2007_CGPS
P179,42.098967,-123.685555,402.615,Illinois_Valley_Airport_OR_CGPS_2007
P215,37.04878,-121.762933,709.155,Salsipuedes_Watsonville_CA_2007_CGPS
P251,36.811449,-121.347949,128.2228,Tres_Pinos_Creek_Hollister_CA_2006_CGPS
P253,37.478446,-121.652994,1065.61,Valpe_Ridge_Livermore_CA_2007_CGPS
P300,36.304427,-120.27698,137.2963,Harris_Ranch_CA_2004_CGPS
P294,36.123236,-120.439882,509.3942,Alcalde_Hills_Coalinga_CA_2006_CGPS
P216,37.00242,-121.72621,0.0,Mt_Madonna_Watsonville_CA_2007_CGPS
P067,35.551751,-121.002959,107.0123,CleggRanchCS2004
P109,39.59748,-111.65082,1761.687,Fountain_Green_2007
P189,38.987448,-123.348428,176.9469,Bradford_Ranch_Boonville_CA_2005_CGPS
RG26,39.90952141,-106.7887316,2055.555,RG26McCoy_CO2009
P140,38.829235,-120.693194,1079.2216,Slate_Mountain_Placerville_CA_2006_CGPS
P107,35.132181,-107.88002,1991.6686,Grants_NM_2006_CGPS
P008,36.142817,-111.130035,1522.878,DOE_Tuba_City_AZ_2007_CGPS
P146,39.337459,-120.537284,2347.844,Signal_Peak_Cisco_Grove_CA_2006_CGPS
P293,36.089359,-120.542978,539.451,Sulphur_Creek_Coalinga_CA_2006_CGPS
P332,40.54665,-123.174504,684.5021,Hayfork_Airport_Hayfork_CA_2005_CGPS
AB27,67.055889,-156.904859,507.587,Kobuk_Bornite_Mine_AK_2007_CGPS
P258,37.385385,-121.283257,391.361,Diablo_Grande_Patterson_CA_2007_CGPS
P326,40.575314,-123.69893,1261.6763,Showers_Mtn_Bridgeville_CA_2006_CGPS
P306,37.795167,-120.644458,82.5194,Wildcat_Creek_Oakdale_CA_2006_CGPS
P182,38.495009,-123.181229,397.291,Meyers_Grade_Jenner_CA_2006_CGPS
P324,40.256838,-123.655737,509.3602,Fearrien_Ranch_Blocksburg_CA_2006_CGPS
P275,38.321529,-121.214586,-5.234,Kenefick_Ranch_Galt_CA_2006_CGPS
P082,39.26893,-113.505194,1381.694,Tule_Valley_UT_2006_CGPS
P186,39.15017804,-123.51815189,372.8172,Holmes_Ranch_Road_Philo_CA_2007_CGPS
P348,40.905546,-121.828002,1668.0733,Hatchet_Mountain_Burney_CA_2005_CGPS
P372,45.42813759,-117.25165743,1208.3142,Enterprise_OR_2007_CGPS
P363,42.860059,-124.054033,70.769,Dingbat_Flats_Powers_OR_2007_CGPS
P388,42.46878,-120.37761,1405.7496,Willow_SprOR2005
P526,35.635973,-120.869735,416.849,RamageRnchCS2004
P395,45.022279,-123.857527,53.0394,ODOT_Maintenance_Shed_Rose_Lodge_OR_2006_CGPS
P412,45.2211,-122.58909,53.598,Mulino_State_Airport_Mulino_OR_2006_CGPS
P406,45.190372,-123.152256,27.2875,McMinvilleOR2005
P401,47.937188,-124.557019,36.2074,Quillayute_Airport_Forks_WA_2005_CGPS
P377,44.052119,-122.887058,142.4087,Bob_Artz_Memorial_Park_Springfield_OR_2006_CGPS
P398,46.92578,-123.916129,23.808,Stafford_Creek_Corrections_Ctr_Aberdeen_WA
P430,47.003844,-123.436222,-4.3983,Elma_Elementary_School_District_Elma_WA
P423,47.287904,-122.94121,39.967,Mason_County_Fire_District_3_Grapeview_WA
P449,46.259792,-119.630996,208.4506,Olsen_Bros_Orchards_Prosser_WA_2006_CGPS
P439,48.708193,-122.909303,-13.867,Orcas_Island_Airport_East_Sound_WA_2005_CGPS
NDAP,34.767688,-114.618629,241.3902,Needles_Airport_Needles_CA_2000_CGPS
P469,37.23142,-117.93581,1795.0,Harlis_Broady_Mine_CA_2007_CGPS
UTMG,62.9272,-43.3064,1472.947,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
P452,47.403549,-119.487282,323.0625,Dodd_Residence_Soap_Lake_WA_2005_CGPS
P460,45.139986,-111.028594,2197.8176,HLFBBarRchMT2005
P638,37.73432,-118.94348,2491.9,Lookout_Mountain_CA_2008_CGPS
CN41,8.9435,-68.0415,91.0,ELBaulVenezuela2015
P373,43.622519,-123.333274,169.9314,Backside_Baldy_Ranch_Yoncalla_OR_2005_CGPS
P534,37.061225,-122.237594,204.812,Cooke_Peak_Davenport_CA_2007_CGPS
P647,37.75436378,-118.767703,2235.5,OHarrel_Canyon_CA_2008_CGPS
P451,46.792787,-119.041361,351.4491,WSUOthelo_WA2004
P461,45.35425,-110.758683,1544.0826,HLFStoryRnMT2005
P212,36.96201,-121.862732,36.5907,Larkin_Valley_Watsonville_CA_2006_CGPS
P514,35.010714,-120.409748,140.9134,Nipomo_CA_2006_CGPS
P525,35.425761,-120.808125,271.978,Morro_Creek_CA_2006_CGPS
P528,35.327805,-120.545432,367.966,Rinconada_Ranch_Santa_Margarita_CA_2006_CGPS
P531,35.79268,-120.53658,440.731,Hog Canyon
P536,35.279767,-120.025019,665.3619,Carrizo_Ranch_California_Valley_CA_2006_CGPS
P414,45.83486852,-122.692837,63.8521,WSDOT_Weigh_Station_Ridgefield_WA_2006_CGPS
P550,34.660078,-119.114604,1526.792,Grade Valley Frazier Park_CA_2007_CGPS
P570,35.667348,-118.260038,810.8728,Kelso_Creek_Onyx_CA_2006_CGPS
P535,35.235122,-120.101405,572.184,Buckhorn_Ranch_California_Valley_CA_2006_CGPS
P579,35.038762,-118.005764,834.2081,Fremont_Valley_Mojave_CA_2006_CGPS
P568,35.254302,-118.126498,1301.9,Antimony_Flat_CA_2007_CGPS
P513,34.907257,-120.650156,285.195,Point_Sal_CS_2007_CGPS
P515,34.870553,-120.239849,290.6274,Tepusquet_Canyon_Sisquoc_CA_2006_CGPS
P527,35.754138,-120.604737,348.557,Ranchita_Canyon_CA_2006_CGPS
P519,34.507814,-119.792433,810.954,PaintedCave_CS_2007_CGPS
P581,34.509738,-117.729001,972.7884,Woods_Property_Llano_CA_2005_CGPS
P678,43.448964,-112.80455,1535.3416,Borrow_Pit_Atomic_City_ID_2006_CGPS
P672,41.71157,-121.506937,1435.104,LavaBedsNMCN2005
P655,41.294481,-122.206306,1542.99,Everitt_Hill_SPI_Mt_Shasta_CA_2006_CGPS
P593,35.387865,-117.205045,1376.494,Pyramid Point
P683,42.826692,-111.734524,2066.388,Chesterfield_Range_Soda_Springs_ID_2006_CGPS
P569,35.377964,-118.123752,1276.405,Butterbredt_Canyon_CA_2007_CGPS
P599,34.21717,-116.537464,1323.8488,Gamma_Gulch_Yucca_Valley_CA_2006_CGPS
P706,45.04347,-112.524089,1810.6818,Matador_Ranch_Dillon_MT_2006_CGPS
P529,35.440451,-120.353827,437.3297,Shell_Creek_Shandon_CA_2006_CGPS
SCW2,12.6833,-87.0,876.0,SCW2_Telica_Network_NIC2013
P588,34.785437,-117.267599,709.7864,DeVries_Ranch_Helendale_CA_2005_CGPS
P677,42.878919,-113.868302,1284.8156,Woodland_Farm_Paul_ID_2006_CGPS
P144,39.466699,-120.89297,1437.424,Pliocene_Ridge_Camptonville_CA_2007_CGPS
P586,34.534843,-117.28052,809.3925,Lewis_Center_Charter_School_CA_2005_CGPS
P063,44.922722,-120.946153,965.4057,Shaniko_Junction_ODOT_OR_2005_CGPS
P718,44.753095,-109.376294,2577.796,Dead_Indian_Hill_Clark_WY_2006_CGPS
P017,41.2757,-119.9359,2407.0,Hays_Peak_BLM_NV_2006_CGPS
P612,34.187382,-117.315516,531.7175,California_State_University_San_Bernardino_CA
P029,38.439186,-107.63803,2456.208,Cerro_Summit_Montrose_CO_2007_CGPS
P611,35.204774,-115.649811,1333.0259,Rainbow_Wells_Mojave_Preserve_CA_2006_CGPS
P297,35.974085,-120.551857,629.306,SAFOD_GPS_Parkfield_CA_2005_CGPS
P722,45.457224,-109.57101,1452.7978,YNPBassRchMT2005
P595,35.69756,-117.402835,644.4333,Searles_Valley_Trona_CA_2005_CGPS
P236,36.903544,-121.55446,56.1497,Lomerias_San_Juan_Bautista_CA_2005_CGPS
P307,36.94727,-120.057919,49.5085,Madera_DOT_Facility_Madera_CA_2005_CGPS
P289,36.10684,-120.7488,541.241,Peachtree_Canyon_San_Ardo_CA_2007_CGPS
P502,32.982452,-115.421911,-66.0587,Magnolia_Union_Elementary_School
QUEN,12.59183,-86.85183,450.0,QuebrachaNIC2010
P205,39.39812,-122.96307,771.0815,Lake_Pillsbury_MNF_Upper_Lake_CA_2007_CGPS
P117,40.435164,-111.751423,1628.9487,American_Fork_Canyon_UT_2006_CGPS
